ODD L/Min entries	Count	Percentage	Percentage included	Map to
Other: anes. bagging	1	2.40835661210695E-07		
Other: nebulaizer	1	2.40835661210695E-07		
Other: funnel while getting NC onto pt	1	2.40835661210695E-07		
Other: 3 liters O2	1	2.40835661210695E-07		
Other: hiflow nasal canula	1	2.40835661210695E-07		
Other: O2 changed to humidified blow-by	1	2.40835661210695E-07		
Other: Continous nebulizer.	1	2.40835661210695E-07		
Other: 3 liter	1	2.40835661210695E-07		
Other: 9 l mask	1	2.40835661210695E-07		
Other: Cont.	1	2.40835661210695E-07		
Other: double barrel blow byO2	1	2.40835661210695E-07		
Other: Blow by as tolerated and as patient allows when not fighting and pushing away o2.	1	2.40835661210695E-07		
Other: Humidiified O2 at 100%	1	2.40835661210695E-07		
Other: 28% HUMIDIFIED AIR	1	2.40835661210695E-07		
Other: Cont alb by mask	1	2.40835661210695E-07		
Other: trach. collar	1	2.40835661210695E-07		
Other: albuterol Neb	1	2.40835661210695E-07		
Other: Cont	1	2.40835661210695E-07		
Other: neb in process	1	2.40835661210695E-07		
Other: trach Collar	1	2.40835661210695E-07		
Other: changed to humidified 100% O2 scoop	1	2.40835661210695E-07		
Other: off oxygen - 3x per day, spot check	1	2.40835661210695E-07		
Other: NC + mist cube	1	2.40835661210695E-07		
Other: 100% single barrel tace tent	1	2.40835661210695E-07		
Other: nasal cannula and aresolized 00% O2 with neb.	1	2.40835661210695E-07		
Other: Ventialtor	1	2.40835661210695E-07		
Other: neb treATMENT-	1	2.40835661210695E-07		
Other: Continous Albuterol Nebs	1	2.40835661210695E-07		
Other: Trache mask	1	2.40835661210695E-07		
Other: HFOV`	1	2.40835661210695E-07		
Other: Hand bagged ETT	1	2.40835661210695E-07		
Other: 100% humified O2	1	2.40835661210695E-07		
Other: see previous	1	2.40835661210695E-07		
Other: contnuous albuterol	1	2.40835661210695E-07		
Other: Trach collar  aerosol	1	2.40835661210695E-07		
Other: as well as neb tubing O2 via mouth	1	2.40835661210695E-07		
Other: anesthesia holding mask over pt, oral airway present	1	2.40835661210695E-07		
Other: Ambu	1	2.40835661210695E-07		
Other: cool mist face fent	1	2.40835661210695E-07		
Other: trach connection	1	2.40835661210695E-07		
Other: Shovel mask 50 percent	1	2.40835661210695E-07		
Other: humified o2	1	2.40835661210695E-07		
Other: TRACH COLLAR.	1	2.40835661210695E-07		
Other: 3L blow by and 0.25 LNC	1	2.40835661210695E-07		
Other: MASK/bag	1	2.40835661210695E-07		
Other: Albuerol 5mg neb started	1	2.40835661210695E-07		
Other: blow-by 100%	1	2.40835661210695E-07		
Other: hand held mouth piece	1	2.40835661210695E-07		
Other: off Oxygen	1	2.40835661210695E-07		
Other: ETT/bag	1	2.40835661210695E-07		
Other: emergency O2 mask	1	2.40835661210695E-07		
Other: Artificial nose	1	2.40835661210695E-07		
Other: neb via trach mask	1	2.40835661210695E-07		
Other: 2 L nc	1	2.40835661210695E-07		
Other: NC and handbag bb	1	2.40835661210695E-07		
Other: continuous alb by mask	1	2.40835661210695E-07		
Other: anesthesia bag with mask	1	2.40835661210695E-07		
Other: double barrel aerosol via trach collar	1	2.40835661210695E-07		
Other: humidified O2 via blow by applied	1	2.40835661210695E-07		
Other: 40% o2 hummified mist	1	2.40835661210695E-07		
Other: Passey with O2	1	2.40835661210695E-07		
Other: hang bag ventilate	1	2.40835661210695E-07		
Other: Desating with PT	1	2.40835661210695E-07		
Other: peep 6     TV 250	1	2.40835661210695E-07		
Other: bi pap	1	2.40835661210695E-07		
Other: albuterol mist	1	2.40835661210695E-07		
Other: Oropharangeal airway with simple mask.	1	2.40835661210695E-07		
Other: 1 liter on hme	1	2.40835661210695E-07		
Other: humidified O2 via face mask	1	2.40835661210695E-07		
Other: end tidal nasal canular	1	2.40835661210695E-07		
Other: face tent &blow by	1	2.40835661210695E-07		
Other: via nasal hood	1	2.40835661210695E-07		
Other: trach ,mask	1	2.40835661210695E-07		
Other: neb IP	1	2.40835661210695E-07		
Other: Cont. Albuterol/Heliox	1	2.40835661210695E-07		
Other: cool mist BB	1	2.40835661210695E-07		
Other: humdified oxygen 28%	1	2.40835661210695E-07		
Other: FIO2 35%	1	2.40835661210695E-07		
Other: ett hand bagged	1	2.40835661210695E-07		
Other: high flow via, bag mask	1	2.40835661210695E-07		
Other: NEB IN PROGRESS	1	2.40835661210695E-07		
Other: bvm blowby	1	2.40835661210695E-07		
Other: sleeping, checking 02sat on RA while asleep	1	2.40835661210695E-07		
Other: xopinex nebulizer	1	2.40835661210695E-07		
Other: nasal cannula out	1	2.40835661210695E-07		
Other: mask nasal airway to cpap 10 via ambu	1	2.40835661210695E-07		
Other: cpacp10	1	2.40835661210695E-07		
Other: with hunifided o2	1	2.40835661210695E-07		
Other: BB	1	2.40835661210695E-07		
Other: nebulizer going	1	2.40835661210695E-07		
Other: blow by applied sats increased	1	2.40835661210695E-07		
Other: pt had pulled O2 tubing loose, sats resolved once replaced	1	2.40835661210695E-07		
Other: huymidified  mist	1	2.40835661210695E-07		
Other: 100 mL	1	2.40835661210695E-07		
Other: simple mask with suctioning and chest PT in progress	1	2.40835661210695E-07		
Other: hsopital vent and trach	1	2.40835661210695E-07		
Other: hummidifed blow by	1	2.40835661210695E-07		
Other: NEB BEING GIVEN	1	2.40835661210695E-07		
Other: O2 mist blow by	1	2.40835661210695E-07		
Other: Speaking valve 02 bleed	1	2.40835661210695E-07		
Other: Hand bag mask ventilate	1	2.40835661210695E-07		
Other: humidified facemask	1	2.40835661210695E-07		
Other: Ped.Mask	1	2.40835661210695E-07		
Other: BB at bedside for humidity	1	2.40835661210695E-07		
Other: heliox/continuous albuterol	1	2.40835661210695E-07		
Other: RA cool mist	1	2.40835661210695E-07		
Other: face mask with humidified O2-	1	2.40835661210695E-07		
Other: continuous with mouthpiece.	1	2.40835661210695E-07		
Other: Patient breathing room air nasal cannula on but no oxygen is being administered at the moment	1	2.40835661210695E-07		
Other: neb trach mask	1	2.40835661210695E-07		
Other: Albuterol by Nebulizer	1	2.40835661210695E-07		
Other: Humidified mist via shovel mask	1	2.40835661210695E-07		
Other: mist at 40%	1	2.40835661210695E-07		
Other: blow by O2 via shovel mask	1	2.40835661210695E-07		
Other: NC blow by	1	2.40835661210695E-07		
Other: patient placed on cont albuterol	1	2.40835661210695E-07		
Other: Albuterol neb infusing as ordered	1	2.40835661210695E-07		
Other: assisted bagging	1	2.40835661210695E-07		
Other: With Saline mist	1	2.40835661210695E-07		
Other: With NS mist	1	2.40835661210695E-07		
Other: humidified 02 mask	1	2.40835661210695E-07		
Other: BP unobtainable	1	2.40835661210695E-07		
Other: bag/mask; anesthesia at bedside.	1	2.40835661210695E-07		
Other: trach (HME)	1	2.40835661210695E-07		
Other: Bagging via ETT	1	2.40835661210695E-07		
Other: Trach collar with albuterol	1	2.40835661210695E-07		
Other: neb infusing per mar	1	2.40835661210695E-07		
Other: nefusing b i	1	2.40835661210695E-07		
Other: 1 liter/min nasal cannula	1	2.40835661210695E-07		
Other: trach mask. humidified RA	1	2.40835661210695E-07		
Other: ambut mask	1	2.40835661210695E-07		
Other: racemic neb	1	2.40835661210695E-07		
Other: via  trach collar	1	2.40835661210695E-07		
Other: track mask at 40 %	1	2.40835661210695E-07		
Other: blow by for de-sats to mid 80's when asleep	1	2.40835661210695E-07		
Other: PS 12 / PEEP 8	1	2.40835661210695E-07		
Other: cont albuterol via BIPAP	1	2.40835661210695E-07		
Other: Transitioned to Q1H albuterol neb per asthma SCAMP for HASS score 6. MD Ricci and Rt aware. Will continue to monitor.	1	2.40835661210695E-07		
Other: Nitrous on	1	2.40835661210695E-07		
Other: oxygen being delieved bag mask	1	2.40835661210695E-07		
Other: CPAP by Dr Kovatis	1	2.40835661210695E-07		
Other: passy muir   suction by parent	1	2.40835661210695E-07		
Other: Speaking valve with Oxygen Port	1	2.40835661210695E-07		
Other: Blow-by with desat	1	2.40835661210695E-07		
Other: simple mask 6 inches from pts face while sleeping	1	2.40835661210695E-07		
Other: Trache collar	1	2.40835661210695E-07		
Other: holding jaw thrust and mask on.	1	2.40835661210695E-07		
Other: ventolin neb tx	1	2.40835661210695E-07		
Other: trach coillar	1	2.40835661210695E-07		
Other: ist	1	2.40835661210695E-07		
Other: Nebulizer treatment in place	1	2.40835661210695E-07		
Other: Heliox & Cont Alb	1	2.40835661210695E-07		
Other: oral airway removed pt reaching for it.	1	2.40835661210695E-07		
Other: neb tx's	1	2.40835661210695E-07		
Other: humidifed shovle mask	1	2.40835661210695E-07		
Other: Nebulizer mask w/ normal saline	1	2.40835661210695E-07		
Other: hum RA	1	2.40835661210695E-07		
Other: 0.35% Fio2 trach collar	1	2.40835661210695E-07		
Other: 0.35%Fio2 trach collar	1	2.40835661210695E-07		
Other: Hi -FLow	1	2.40835661210695E-07		
Other: HME w/ O2 support	1	2.40835661210695E-07		
Other: N20 50%	1	2.40835661210695E-07		
Other: Nebuilzer	1	2.40835661210695E-07		
Other: trial NC off	1	2.40835661210695E-07		
Other: Home mouse mask	1	2.40835661210695E-07		
Other: hand-bag amsk	1	2.40835661210695E-07		
Other: tracehe	1	2.40835661210695E-07		
Other: 50%N2O	1	2.40835661210695E-07		
Other: oxygen on at 0745 6 L; n20 on at 0750	1	2.40835661210695E-07		
Other: n2o with oxygen 6L	1	2.40835661210695E-07		
Other: humidafird	1	2.40835661210695E-07		
Other: via trach mask	1	2.40835661210695E-07		
Other: N2O decreased to 30% per Dr. Afshar	1	2.40835661210695E-07		
Other: BLOW BB O2	1	2.40835661210695E-07		
Other: in MRI due to dusky spell	1	2.40835661210695E-07		
Other: continuous albuterol 11L	1	2.40835661210695E-07		
Other: CPAP, by anesthesia	1	2.40835661210695E-07		
Other: Other: Humidified Face Mask	1	2.40835661210695E-07		
Other: NC in place, blow by administered	1	2.40835661210695E-07		
Other: face nasj continous neb	1	2.40835661210695E-07		
Other: Cont. Albuterol ny aerosol mask	1	2.40835661210695E-07		
Other: hand bag masked ventilation via ETT	1	2.40835661210695E-07		
Other: positive pressue via bag	1	2.40835661210695E-07		
Other: BLow by mist only	1	2.40835661210695E-07		
Other: 1 L N/C	1	2.40835661210695E-07		
Other: 40% humidified 02	1	2.40835661210695E-07		
Other: OFM	1	2.40835661210695E-07		
Other: saline neb until MD eval	1	2.40835661210695E-07		
Other: shovel masl	1	2.40835661210695E-07		
Other: Placed on face shield with humidified O2	1	2.40835661210695E-07		
Other: trach collar 30% o2 humidified	1	2.40835661210695E-07		
Other: O2 via HME	1	2.40835661210695E-07		
Other: Hand bag ETT	1	2.40835661210695E-07		
Other: NP marie aware of yellow chews, labs and CXR	1	2.40835661210695E-07		
Other: pt on 21% 02	1	2.40835661210695E-07		
Other: sccop mask	1	2.40835661210695E-07		
Other: humidified O2 at 100%	1	2.40835661210695E-07		
Other: humidified mist blow by	1	2.40835661210695E-07		
Other: nasal cannula left in place, flow turned off	1	2.40835661210695E-07		
Other: out of bed in stroller	1	2.40835661210695E-07		
Other: trach collor for breathing tx	1	2.40835661210695E-07		
Other: HME w/ 1L O2	1	2.40835661210695E-07		
Other: Continuous albertol Nebulizer	1	2.40835661210695E-07		
Other: RAM	1	2.40835661210695E-07		
Other: Blow By+ nasal cannula	1	2.40835661210695E-07		
Other: Nasal Cannula with UNINEB	1	2.40835661210695E-07		
Other: aerosol face tent, change per RT	1	2.40835661210695E-07		
Other: Anethesia bag	1	2.40835661210695E-07		
Other: Home ventilator	1	2.40835661210695E-07		
Other: Hospital Vent	1	2.40835661210695E-07		
Other: Aerosolized face maask	1	2.40835661210695E-07		
Other: blow by with simple mask	1	2.40835661210695E-07		
Other: Nasal Cannula was on the pt but supplemental O2 was not in use	1	2.40835661210695E-07		
Other: Albuterol Neb being administred	1	2.40835661210695E-07		
Other: cool humidifeid mist	1	2.40835661210695E-07		
Other: cool humidified mist for comfort	1	2.40835661210695E-07		
Other: via trache	1	2.40835661210695E-07		
Other: postive pressure w anesthesia bag	1	2.40835661210695E-07		
Other: Aerosol mask, saline neb	1	2.40835661210695E-07		
Other: Speaking Valve with Oxygen Port	1	2.40835661210695E-07		
Other: Albuterol treatment	1	2.40835661210695E-07		
Other: MD manually bagging	1	2.40835661210695E-07		
Other: receving racemic epi	1	2.40835661210695E-07		
Other: NRB plus ambu	1	2.40835661210695E-07		
Other: nasal hood 100%	1	2.40835661210695E-07		
Other: SM and NC	1	2.40835661210695E-07		
Other: Nasal cannula via oral airway.	1	2.40835661210695E-07		
Other: hme bleed in	1	2.40835661210695E-07		
Other: ambu mask with positive pressure	1	2.40835661210695E-07		
Other: HME with O2 flow	1	2.40835661210695E-07		
Other: uni-neb	1	2.40835661210695E-07		
Other: Blow by via face mask	1	2.40835661210695E-07		
Other: humidified o2 100%	1	2.40835661210695E-07		
Other: humidified air to help soothe throat.	1	2.40835661210695E-07		
Other: a-Bag w/respiratory	1	2.40835661210695E-07		
Other: hummidified 02	1	2.40835661210695E-07		
Other: double barrel oxygen	1	2.40835661210695E-07		
Other: Home simple mask	1	2.40835661210695E-07		
Other: home face mask	1	2.40835661210695E-07		
Other: fish mask w/NS neb	1	2.40835661210695E-07		
Other: albuterol  neb on arrival	1	2.40835661210695E-07		
Other: Nasal cannula/simple mask	1	2.40835661210695E-07		
Other: took her off  BiPap at 1015	1	2.40835661210695E-07		
Other: face  tent	1	2.40835661210695E-07		
Other: nasal cannula trialed via mouth per attending MD Hillier	1	2.40835661210695E-07		
Other: HME: 1L/min bled in	1	2.40835661210695E-07		
Other: PRBCs started	1	2.40835661210695E-07		
Other: unineb in process	1	2.40835661210695E-07		
Other: PM valve	1	2.40835661210695E-07		
Other: bbo2 from floor	1	2.40835661210695E-07		
Other: face mask by face	1	2.40835661210695E-07		
Other: bag mask = pre-oxygention	1	2.40835661210695E-07		
Other: MME	1	2.40835661210695E-07		
Other: 2L NCand 15Lnon rebreather	1	2.40835661210695E-07		
Other: 2 L NC and 15 L nonrebreather	1	2.40835661210695E-07		
Other: trach collar with o2 bleed	1	2.40835661210695E-07		
Other: face mask with albuterol nebulizer	1	2.40835661210695E-07		
Other: cpap by resp therapy	1	2.40835661210695E-07		
Other: resp set up hospital ventilator	1	2.40835661210695E-07		
Other: see admission note	1	2.40835661210695E-07		
Other: Pt receiving Racemic Epinephrine via face nask with nebulizer	1	2.40835661210695E-07		
Other: HME, room air	1	2.40835661210695E-07		
Other: Neb mas	1	2.40835661210695E-07		
Other: oxy	1	2.40835661210695E-07		
Other: oximyserr	1	2.40835661210695E-07		
Other: NC with oximizer	1	2.40835661210695E-07		
Other: 50 % Track collar	1	2.40835661210695E-07		
Other: 40% Mist	1	2.40835661210695E-07		
Other: tradch mist 40 %	1	2.40835661210695E-07		
Other: 40% mist collar	1	2.40835661210695E-07		
Other: mist trach collar	1	2.40835661210695E-07		
Other: !00% face mask	1	2.40835661210695E-07		
Other: 40% mist to trach mask	1	2.40835661210695E-07		
Other: Neb via mask	1	2.40835661210695E-07		
Other: cool mist via trach at 28%	1	2.40835661210695E-07		
Other: cool mist via trac at 28%	1	2.40835661210695E-07		
Other: 40% aerosal mask	1	2.40835661210695E-07		
Other: FiO2 mask 30%	1	2.40835661210695E-07		
Other: Continuous Nebulizer tx	1	2.40835661210695E-07		
Other: 100% mask	1	2.40835661210695E-07		
Blow-By, Other: 02 mist for humidification	1	2.40835661210695E-07		
Other: 35%face mask	1	2.40835661210695E-07		
Other: humidified via mask	1	2.40835661210695E-07		
Other: bag mask ventalition	1	2.40835661210695E-07		
Other: 50% by facemask	1	2.40835661210695E-07		
Other: 28 % facemask	1	2.40835661210695E-07		
Other: 2 L/m bleed into CPAP circuit	1	2.40835661210695E-07		
Other: Patient currently on BIPAP per dad. Dad requested to increase pressure (IPAP) back to 14 for increased WOB. Patient agreed more comfortable on increased settings.	1	2.40835661210695E-07		
Other: 50cc via Nasal Cannula	1	2.40835661210695E-07		
Other: receiving neb treatment	1	2.40835661210695E-07		
Other: 0.25 L	1	2.40835661210695E-07		
Other: 28% trach mask, 8L air	1	2.40835661210695E-07		
Other: 02 canister through trach.	1	2.40835661210695E-07		
Other: pt recieving racemic epi neb x 1 via ped mask held by dad	1	2.40835661210695E-07		
Other: Nasal Cannula + BBO2	1	2.40835661210695E-07		
Other: humidified O2 via simple mask at 100% O2	1	2.40835661210695E-07		
Other: Albuterol and Atrovent nebulizer	1	2.40835661210695E-07		
Other: humidified ox at 50%	1	2.40835661210695E-07		
Other: 25 cc nasal cannula	1	2.40835661210695E-07		
Other: Trach collar mist	1	2.40835661210695E-07		
Other: Cont neb, dad holding @ face.	1	2.40835661210695E-07		
Other: 100% humidified 02 blow by	1	2.40835661210695E-07		
Other: 100%, to get sat up to 93%	1	2.40835661210695E-07		
Other: 35% facemask	1	2.40835661210695E-07		
Other: 40% humidifed via trach collar	1	2.40835661210695E-07		
Other: double barrel system with simple mask	1	2.40835661210695E-07		
Other: DB O2 SYSTEM W/ SIMPLE FACE MASK	1	2.40835661210695E-07		
Other: 50% 02 blowby via facemask	1	2.40835661210695E-07		
Other: vent. mask.	1	2.40835661210695E-07		
Other: Tube	1	2.40835661210695E-07		
Other: facemask / portable O2 to ambulate	1	2.40835661210695E-07		
Other: vented with same setting	1	2.40835661210695E-07		
Other: 1/4 liter O2 NC	1	2.40835661210695E-07		
Other: trach mask mist	1	2.40835661210695E-07		
Other: Humidified RA mist cube on	1	2.40835661210695E-07		
Other: face mask,	1	2.40835661210695E-07		
Other: 10L at 100% humidified O2 via simple mask	1	2.40835661210695E-07		
Other: Blow-by O2 with NS	1	2.40835661210695E-07		
Other: Patient off ventilator for 5 minutes today.Pale,dussky with saturation 90-95%. Porly tolerated sprint. He stated he does not feel well and having a bad day. Will rest patient before another attempt. Suctioned OP for large thick white secretions.	1	2.40835661210695E-07		
Other: unable to keep NC on/blowby O2 applied	1	2.40835661210695E-07		
