ODD FiO2 entries	Count	Percentage	Percentage included	Map to
Other: humified oxygen 35%	1	1.61545068731773E-07		
Other: HFVO.	1	1.61545068731773E-07		
Other: Sip and puffs	1	1.61545068731773E-07		
Other: VTE home vent	1	1.61545068731773E-07		
Other: none, trach capped	1	1.61545068731773E-07		
Other: Home speaking valve	1	1.61545068731773E-07		
Other: simple mask applied	1	1.61545068731773E-07		
Other: HME 1 L O2	1	1.61545068731773E-07		
Other: Vec 0.1mg/kg and morphine 0.1mg/kg given	1	1.61545068731773E-07		
Other: Sip and Puff Trilogy	1	1.61545068731773E-07		
Other: neb setup to his trach collar	1	1.61545068731773E-07		
Other: Simple mask at 15L	1	1.61545068731773E-07		
Other: face mask'	1	1.61545068731773E-07		
Other: placed on blow by oxygen	1	1.61545068731773E-07		
Other: A bag BBO2	1	1.61545068731773E-07		
Other: mask with nebs	1	1.61545068731773E-07		
Other: HMW	1	1.61545068731773E-07		
Other: Home BiPAP	1	1.61545068731773E-07		
Other: humidfied blow by O2 for comfort	1	1.61545068731773E-07		
Other: non rebreather @10 liters	1	1.61545068731773E-07		
Other: HME at 1L	1	1.61545068731773E-07		
Other: neb setup	1	1.61545068731773E-07		
Other: humidified room ait	1	1.61545068731773E-07		
Other: ,75	1	1.61545068731773E-07		
Other: Sips and puffs	1	1.61545068731773E-07		
Other: Large volume nebulizer for sputum induction	1	1.61545068731773E-07		
Other: saline neb per home routine	1	1.61545068731773E-07		
Other: Cap on trach	1	1.61545068731773E-07		
Other: 1/4 L nasal cannula per sleep study request	1	1.61545068731773E-07		
Other: Applying cpap via bag mask	1	1.61545068731773E-07		
Other: blowby and nasal cannula on 4L	1	1.61545068731773E-07		
Other: no rebreather at 12 L	1	1.61545068731773E-07		
Other: Hi Fi Vent	1	1.61545068731773E-07		
Other: Trialing off Bipap at this time	1	1.61545068731773E-07		
Other: HFIV	1	1.61545068731773E-07		
Other: Double barrel BB 02	1	1.61545068731773E-07		
Other: neb followed by simple mask with suction	1	1.61545068731773E-07		
Other: HME on room air.	1	1.61545068731773E-07		
Other: receiving nebulizer	1	1.61545068731773E-07		
Other: nebulized Albuterol/Atrovent	1	1.61545068731773E-07		
Other: Neb by mask	1	1.61545068731773E-07		
Other: Nasal Canula 2 L	1	1.61545068731773E-07		
Other: patient taken off bipap	1	1.61545068731773E-07		
Other: neb treatment 5L O2	1	1.61545068731773E-07		
Other: a-bag for blow-by	1	1.61545068731773E-07		
Other: cool misst	1	1.61545068731773E-07		
Other: 5L via simple mask	1	1.61545068731773E-07		
Other: Capnography monitoring with 2L O2	1	1.61545068731773E-07		
Other: aerosolized mask	1	1.61545068731773E-07		
Other: breathing on A-bag	1	1.61545068731773E-07		
Other: 0.5L Nasal cannula	1	1.61545068731773E-07		
Other: MPV/Sip & Puff	1	1.61545068731773E-07		
Other: heli-ox	1	1.61545068731773E-07		
Other: JHFOV	1	1.61545068731773E-07		
Other: via mask	1	1.61545068731773E-07		
Other: assessed reposition	1	1.61545068731773E-07		
Other: Other: Home Bipap Trilogy	1	1.61545068731773E-07		
Other: racemic epi nebulizer tx x 2	1	1.61545068731773E-07		
Other: HME with .25 02	1	1.61545068731773E-07		
Other: neb tretment	1	1.61545068731773E-07		
Other: aneasthesia bag	1	1.61545068731773E-07		
Other: capped\	1	1.61545068731773E-07		
Other: hmr	1	1.61545068731773E-07		
Other: trach.capped	1	1.61545068731773E-07		
Other: RAM/cannula	1	1.61545068731773E-07		
Other: Nebulized oxygenated saline for transport.	1	1.61545068731773E-07		
Other: Speaking valve from home	1	1.61545068731773E-07		
Other: Speaking valve with Oxygen port	1	1.61545068731773E-07		
Other: bagged by RT	1	1.61545068731773E-07		
Other: simple mask over trach	1	1.61545068731773E-07		
Other: NIPPC	1	1.61545068731773E-07		
Other: Home bipap	1	1.61545068731773E-07		
Other: AVAPs	1	1.61545068731773E-07		
Other: cpap with cont. alb	1	1.61545068731773E-07		
Other: uninbe	1	1.61545068731773E-07		
Other: CPAP via ambu	1	1.61545068731773E-07		
Other: nitorus delivery mask	1	1.61545068731773E-07		
Other: nebulized rac epi	1	1.61545068731773E-07		
Other: BBO2 for throat discomfort r/t intubation	1	1.61545068731773E-07		
Other: Oxymizer pendant	1	1.61545068731773E-07		
Other: HSPV	1	1.61545068731773E-07		
Other: oximyzer	1	1.61545068731773E-07		
Other: levo-albuterol tx	1	1.61545068731773E-07		
Other: Humitified O2	1	1.61545068731773E-07		
Other: speaking valve with Humidified O2	1	1.61545068731773E-07		
Other: HME with 2L	1	1.61545068731773E-07		
Other: home heater in place	1	1.61545068731773E-07		
Other: HFOV\	1	1.61545068731773E-07		
Other: 1/4L via low flow meter	1	1.61545068731773E-07		
Other: 1/4L low flow	1	1.61545068731773E-07		
Other: bagging by resp.	1	1.61545068731773E-07		
Other: Pt using blow by and 2l NC	1	1.61545068731773E-07		
Blow-By, Other: 3l o2 via NC, adn BBO2	1	1.61545068731773E-07		
Other: Neb In Progress	1	1.61545068731773E-07		
Other: blow by given to increase 02 sat	1	1.61545068731773E-07		
Other: o.5 L Nc	1	1.61545068731773E-07		
Other: 0.5 Liter Nasal Cannula	1	1.61545068731773E-07		
Other: shovel/scoop mask, decreased to 50%, pt using as blow by and likes higher air flow with decreased oxygen requiremtn	1	1.61545068731773E-07		
Other: 1liter nc	1	1.61545068731773E-07		
Other: 2 liters o2	1	1.61545068731773E-07		
Aerosol mask, Other	1	1.61545068731773E-07		
Other: double barrel, blow by mask	1	1.61545068731773E-07		
Other: Cough Assist done 5 breaths X 5 cycles after xopnex neb.	1	1.61545068731773E-07		
Other: Blow by air.	1	1.61545068731773E-07		
Other: Double-barrel O2 cube.	1	1.61545068731773E-07		
Other: cpap off.	1	1.61545068731773E-07		
Other: No O2 after suction	1	1.61545068731773E-07		
Other: Double Barrel face tent	1	1.61545068731773E-07		
Venti-Mask, Other: nasal cannula	1	1.61545068731773E-07		
Other: .25 nasal cannula	1	1.61545068731773E-07		
Other: NC 2.5L	1	1.61545068731773E-07		
Ventilator, Other: room air	1	1.61545068731773E-07		
Other: 1L nanal cannula	1	1.61545068731773E-07		
Other: cont neb stopped/q1	1	1.61545068731773E-07		
Other: trache mist mask	1	1.61545068731773E-07		
Other: 35% bbo2	1	1.61545068731773E-07		
Other: 100% Blow by	1	1.61545068731773E-07		
Other: 100%blowby	1	1.61545068731773E-07		
Other: deep breathing by respiratory therapy	1	1.61545068731773E-07		
Other: nasal cannula 3 L	1	1.61545068731773E-07		
Other:  NC 1/4 O2	1	1.61545068731773E-07		
Other: Face mas	1	1.61545068731773E-07		
Other: respiratory bagging	1	1.61545068731773E-07		
Other: humified nasal cannala	1	1.61545068731773E-07		
Other: modified NC	1	1.61545068731773E-07		
Other: double barrel mask down off his face, mask reapplied and pt sat's up greater than 93%	1	1.61545068731773E-07		
Other: manual cpap with mapleson bag	1	1.61545068731773E-07		
Other: mist tent RA	1	1.61545068731773E-07		
Other: 70% humidified	1	1.61545068731773E-07		
Other: humidified air through trach mask	1	1.61545068731773E-07		
Other: single barrel high FiO2	1	1.61545068731773E-07		
Other: NS neb via face mask	1	1.61545068731773E-07		
Other: Passymuir valve	1	1.61545068731773E-07		
Other: Discontinued continous albuterol	1	1.61545068731773E-07		
Other: Nasal vannula	1	1.61545068731773E-07		
Other: Nasal Canula/ low flow meter	1	1.61545068731773E-07		
Other: Changed to HFNC	1	1.61545068731773E-07		
Other: double barrel, bbo2 at 70%	1	1.61545068731773E-07		
Other: nc 2lL NC O2	1	1.61545068731773E-07		
Other: simple  face mask	1	1.61545068731773E-07		
Other: 0.75 L	1	1.61545068731773E-07		
Other: 50% blow by	1	1.61545068731773E-07		
Other: cont. alb. neb	1	1.61545068731773E-07		
Other: double barrell  via trach collar	1	1.61545068731773E-07		
Other: mask with humidified o2	1	1.61545068731773E-07		
Other: humidified ns neb	1	1.61545068731773E-07		
Other: NC.	1	1.61545068731773E-07		
Other: Humidified O2 Blow By	1	1.61545068731773E-07		
Other: 50% blowby	1	1.61545068731773E-07		
Other: 1/2 L  NC	1	1.61545068731773E-07		
Other: Bagged by Respiratory	1	1.61545068731773E-07		
Other: scoop mask w/ double barrel o2	1	1.61545068731773E-07		
Other: nasal canula and Ambu BBO2.	1	1.61545068731773E-07		
Other: NS NEB @ 6L	1	1.61545068731773E-07		
Other: Nasal canulla	1	1.61545068731773E-07		
Other: nasal trumpetremoved	1	1.61545068731773E-07		
Other: positive pressure O2 in place	1	1.61545068731773E-07		
Other: ambu to trach	1	1.61545068731773E-07		
Other: combivent	1	1.61545068731773E-07		
Other: no blowby on	1	1.61545068731773E-07		
Other: nasan canula	1	1.61545068731773E-07		
Other: double barrel scoop mask 100% FIO2	1	1.61545068731773E-07		
Other: non rebreather for transport as per resp therapy	1	1.61545068731773E-07		
Other: 02 nc	1	1.61545068731773E-07		
Other: ambu mask to face	1	1.61545068731773E-07		
Other: 02 via ambu mask	1	1.61545068731773E-07		
Other: bag valve mask with ambu	1	1.61545068731773E-07		
Other: nebulizer W/ 10 L 02	1	1.61545068731773E-07		
Other: room air challenged	1	1.61545068731773E-07		
Other: infant cude	1	1.61545068731773E-07		
Other: anesthesia  machine	1	1.61545068731773E-07		
Other: neb aerosol to trach collar	1	1.61545068731773E-07		
Other: nasal o2	1	1.61545068731773E-07		
Other: cannulla and blow by at 8 liters	1	1.61545068731773E-07		
Other: during nebulizer therapy	1	1.61545068731773E-07		
Other: Neb going	1	1.61545068731773E-07		
Other: anesthesia bag & mask	1	1.61545068731773E-07		
Other: continuous neb by heliox	1	1.61545068731773E-07		
Other: Nebulizer over trach	1	1.61545068731773E-07		
Other: ?SEIZURE	1	1.61545068731773E-07		
Other: Albuterol neb.	1	1.61545068731773E-07		
Other: neb via trach mask	1	1.61545068731773E-07		
Other: High Flow NC	1	1.61545068731773E-07		
Other: FaCE MASK	1	1.61545068731773E-07		
Other: nasal cannula and simple face mask in front of face	1	1.61545068731773E-07		
Other: scoop mask 100%.	1	1.61545068731773E-07		
Other: 1.5L via NC	1	1.61545068731773E-07		
Other: saline neb with oxygen	1	1.61545068731773E-07		
Other: blow by 30 %	1	1.61545068731773E-07		
Other: plain mask	1	1.61545068731773E-07		
Other: nebulizer being adminstered	1	1.61545068731773E-07		
Other: double-barrel, high-flow high FiO2 aerosol mask AND 6 L NC	1	1.61545068731773E-07		
Other: humified oxygen 40%	1	1.61545068731773E-07		
Other: Nasal  Cannula	1	1.61545068731773E-07		
Other: humidified mist via BB	1	1.61545068731773E-07		
Other: NASAL canula	1	1.61545068731773E-07		
Other: nasal cammula	1	1.61545068731773E-07		
Other: hand bag mask to face, no peep-	1	1.61545068731773E-07		
Other: hand bag mask no peep-	1	1.61545068731773E-07		
Other: facemask  10L	1	1.61545068731773E-07		
Other: SIMV/CPaP	1	1.61545068731773E-07		
Other: humidifid shovel mask	1	1.61545068731773E-07		
Other: double barrell blow by set up	1	1.61545068731773E-07		
Other: np at 5-7 liters	1	1.61545068731773E-07		
Other: 2 L nc	1	1.61545068731773E-07		
Other: Hi Fi ventilator	1	1.61545068731773E-07		
Other: infant nc	1	1.61545068731773E-07		
Other: nasal canula w/ BB o2	1	1.61545068731773E-07		
Other: humidfied 02	1	1.61545068731773E-07		
Other: 2 l nasal	1	1.61545068731773E-07		
Other: Scoop mask with humidified O2	1	1.61545068731773E-07		
Other: nco2	1	1.61545068731773E-07		
Other: nasal cannula 2 LPM	1	1.61545068731773E-07		
Other: Trach Collar.	1	1.61545068731773E-07		
Other: Ambu bag held to face	1	1.61545068731773E-07		
Other: oxygen by trach  2LPM	1	1.61545068731773E-07		
Other: scoop \	1	1.61545068731773E-07		
Other: bb mIST	1	1.61545068731773E-07		
Other: nasal cannula + bb 0.7 O2	1	1.61545068731773E-07		
Other: passey muir valve on	1	1.61545068731773E-07		
Other: passey-muir valve on	1	1.61545068731773E-07		
Other: Non-Rebreather	1	1.61545068731773E-07		
Other: nasal cannula O2 + NO	1	1.61545068731773E-07		
Other: HME c O2 flow	1	1.61545068731773E-07		
Other: NS bullet mist via aerosal mask to help pt clear lungs (congested) with good effect.	1	1.61545068731773E-07		
Other: speaking valvue	1	1.61545068731773E-07		
Other: albuterol nebulizer running	1	1.61545068731773E-07		
Other: double barrel oxygen	1	1.61545068731773E-07		
Other: HME Valve	1	1.61545068731773E-07		
Other: PS	1	1.61545068731773E-07		
Other: mask: 6 liters	1	1.61545068731773E-07		
Other: hasal cannula	1	1.61545068731773E-07		
Other: 2 litrer of O2	1	1.61545068731773E-07		
Other: anesthesia bag on ETT	1	1.61545068731773E-07		
Other: RA Mist	1	1.61545068731773E-07		
Other: albuterol treatment ongoing	1	1.61545068731773E-07		
Other: nasal cannula 9L/min O2	1	1.61545068731773E-07		
Other: 3L NC Sprint X3 sitting up in chair	1	1.61545068731773E-07		
Other: Single Barrel	1	1.61545068731773E-07		
Other: blow by with ambu by anesthesia	1	1.61545068731773E-07		
Other: Doubled barrelled Trach Collar initiated.	1	1.61545068731773E-07		
Other: cont alb via mouthpiece	1	1.61545068731773E-07		
Other: HFNC with 100% DB FM	1	1.61545068731773E-07		
Other: oral airway with mask	1	1.61545068731773E-07		
Other: nasal cannula at 2 liters	1	1.61545068731773E-07		
Other: Pmv	1	1.61545068731773E-07		
Other: Trach Button ( cap)	1	1.61545068731773E-07		
Other: Artificial nose	1	1.61545068731773E-07		
Other: Speaking Valve with O2 port.	1	1.61545068731773E-07		
Other: 50 % blow-by	1	1.61545068731773E-07		
Other: bag ETT	1	1.61545068731773E-07		
Other: other: nasal canula	1	1.61545068731773E-07		
Other: 50 % DB FM	1	1.61545068731773E-07		
Other: si	1	1.61545068731773E-07		
Other: cool mist via face tent for humidity	1	1.61545068731773E-07		
Other: NASAL CANNULA BUT IN ORAL CAVITY	1	1.61545068731773E-07		
Other: trach doulbe barrel	1	1.61545068731773E-07		
Other: NIV  PCV	1	1.61545068731773E-07		
Other: nasa; cannula	1	1.61545068731773E-07		
Other: nebulilzer mask	1	1.61545068731773E-07		
Other: begin sip and puff in chair	1	1.61545068731773E-07		
Other: sips and puffs	1	1.61545068731773E-07		
Other: blowby for nausea	1	1.61545068731773E-07		
Other: HMN	1	1.61545068731773E-07		
Other: nasal cannula at 1 liter	1	1.61545068731773E-07		
Other: Double barrell trach collar	1	1.61545068731773E-07		
Other: nasal cannula, racemic epi neb	1	1.61545068731773E-07		
Other: sim[le mask	1	1.61545068731773E-07		
Other: atrificial nose, ra challenge	1	1.61545068731773E-07		
Other: nasal cannula in humidified air	1	1.61545068731773E-07		
Other: Passe Muri	1	1.61545068731773E-07		
Other: scoop `	1	1.61545068731773E-07		
Other: transfusion running for one hour	1	1.61545068731773E-07		
Other: iNO	1	1.61545068731773E-07		
Other: Hand bag LMA	1	1.61545068731773E-07		
Other: via nasal hood	1	1.61545068731773E-07		
Other: trach not capped	1	1.61545068731773E-07		
Other: HiFlow	1	1.61545068731773E-07		
Other: apnea test.	1	1.61545068731773E-07		
Other: Heliox with Albuterol	1	1.61545068731773E-07		
Other: passimuir	1	1.61545068731773E-07		
Other: Pt getting NEB treatment.	1	1.61545068731773E-07		
Other: bouble bareel trach collar	1	1.61545068731773E-07		
Other: mist at 28%	1	1.61545068731773E-07		
Other: Con Albuterol	1	1.61545068731773E-07		
Other: shovel masl	1	1.61545068731773E-07		
Other: heliox 70/30.	1	1.61545068731773E-07		
Other: O2 folw for apnea test	1	1.61545068731773E-07		
Other: HIflow	1	1.61545068731773E-07		
Other: cont neb via heliox	1	1.61545068731773E-07		
Other: .5L nc	1	1.61545068731773E-07		
Other: humidified blow byy	1	1.61545068731773E-07		
Other: Aerosol...	1	1.61545068731773E-07		
Other: nb	1	1.61545068731773E-07		
Other: :HFOV	1	1.61545068731773E-07		
Other: H	1	1.61545068731773E-07		
Other: ? by Mom?	1	1.61545068731773E-07		
Other: continuous neb with heliox	1	1.61545068731773E-07		
Other: hme cuff is down	1	1.61545068731773E-07		
Other: neb with trach collar	1	1.61545068731773E-07		
Other: face mask and nasal cannula	1	1.61545068731773E-07		
Other: humiifed blow by	1	1.61545068731773E-07		
Other: end tidal nasal cannula	1	1.61545068731773E-07		
Other: RA, mist only	1	1.61545068731773E-07		
Other: Speaking Valve with 02 port	1	1.61545068731773E-07		
Other: d	1	1.61545068731773E-07		
Other: neb teatment	1	1.61545068731773E-07		
Other: Nasal cannula 2L	1	1.61545068731773E-07		
Other: Speaking valve.	1	1.61545068731773E-07		
Other: HiFlo plus when desaturates (post-nasal spray administration), additionally uses mask to face	1	1.61545068731773E-07		
Other: racemic epi neb in progress	1	1.61545068731773E-07		
Other: albuterol neb for transfer	1	1.61545068731773E-07		
Other: HME 0.5L	1	1.61545068731773E-07		
Other: CPAP/cont albuterol	1	1.61545068731773E-07		
Other: CPAP, cont alb	1	1.61545068731773E-07		
Other: hummidifed blow by	1	1.61545068731773E-07		
Other: Nasal bi-PAP	1	1.61545068731773E-07		
Other: continuous albuterol by bipap	1	1.61545068731773E-07		
Other: t-piece / hand bag trach	1	1.61545068731773E-07		
Other: NP at 3 L.	1	1.61545068731773E-07		
Other: humidified trach collar RA	1	1.61545068731773E-07		
Other: 1/8 L with speaking valve	1	1.61545068731773E-07		
Other: shovel mask with humidified oxygen	1	1.61545068731773E-07		
Other: 40% humidified O2 mist	1	1.61545068731773E-07		
Other: Un ineb infusing	1	1.61545068731773E-07		
Other: HMEwith O2	1	1.61545068731773E-07		
Other: humidified shovel mask 40% oxygen	1	1.61545068731773E-07		
Other: Home Triology Vent	1	1.61545068731773E-07		
Other: facial mask	1	1.61545068731773E-07		
Other: recieving nebulizer	1	1.61545068731773E-07		
Other: nc.	1	1.61545068731773E-07		
Other: nasal cannula   1 lpm	1	1.61545068731773E-07		
Other: bagging pt with ambu bag	1	1.61545068731773E-07		
Other: NC 4 L	1	1.61545068731773E-07		
Other: nebulizer up at this time	1	1.61545068731773E-07		
Other: HME,  Trach being changed by Respiratory and Mom	1	1.61545068731773E-07		
Other: heliox/ cont. albuterol	1	1.61545068731773E-07		
Other: face mask and cone	1	1.61545068731773E-07		
Other: neb in process	1	1.61545068731773E-07		
Other: racemeic epi	1	1.61545068731773E-07		
Other: 3 L NC and shovel mask	1	1.61545068731773E-07		
