Airway Assessment entries	Count	Percentage	Percentage included	Map to
Other: HUGE tonsils, 4+ kissing, able to handle own secreations	1	1.71740363605263E-07		
No compromise, Other: pt has had persistant cough x 2 months	1	1.71740363605263E-07		
Other: bleeding from tonsilectomy and adenoidectomy site, spitting blood and secretions into red solo cup	1	1.71740363605263E-07		
Other: tight when she coughs anesthesia eval requested	1	1.71740363605263E-07		
Positional, Vocal cord paralysis, Other: Laryngomalacia	1	1.71740363605263E-07		
Other: Breath sounds coarse. No wheezes	1	1.71740363605263E-07		
No compromise, Other: 02	1	1.71740363605263E-07		
Other: runny nose, no compromise in breathing	1	1.71740363605263E-07		
Stridorous, Other: stridor with cry. occasional barky cough	1	1.71740363605263E-07		
No compromise, Other: UAW congestion r/t mucositis - new desaturations likely related to thick mucositis secretions, CxR obtained this pm	1	1.71740363605263E-07		
No compromise, Other: old trach stoma covered with dressing	1	1.71740363605263E-07		
No compromise, Other: op removed, suctioned for large amount of clear secretions	1	1.71740363605263E-07		
Other: s/p extubation in OR, mild inspiratory stridor	1	1.71740363605263E-07		
No compromise, Other: cough noted-wearing a mask	1	1.71740363605263E-07		
No compromise, Other: mom reports spitting up and breastmilk being expelled from nose after each feeding-not observed by this RN	1	1.71740363605263E-07		
No compromise, Other: occassional cough per mom/ no coughing in clinic/ afebrile/ breath sounds clear	1	1.71740363605263E-07		
Other: nasal trumpet in right nare	1	1.71740363605263E-07		
No compromise, Other: pt with asthma/ has been well/ on meds with good effect	1	1.71740363605263E-07		
Other: few coarse breath sounds in upper lobes	1	1.71740363605263E-07		
Positional, Other: snoring consistent, non obstructive	1	1.71740363605263E-07		
No compromise, Other: Reports past history of exercise induced asthma.  Unable to remember last use of inhaler.  Not needed recently	1	1.71740363605263E-07		
No compromise, Other: audible stridor with agitation	1	1.71740363605263E-07		
Other: decreased air exchange - ?plug	1	1.71740363605263E-07		
No compromise, Other: cough improved from last week, reports nasal congestion	1	1.71740363605263E-07		
Critical, Other: Cleft palate	1	1.71740363605263E-07		
No compromise, Other: occassional congested non productive cough/ had temp 103 last night / afebrile today/ pt with hypogam in infusion center for second IVIG infusion / gammaguard liquid 5 grams with benadryl 10 mg po and tylenol 120 mg po as premeds	1	1.71740363605263E-07		
Other: hoarseness c cry no stridor	1	1.71740363605263E-07		
No compromise, Other: breath holdling, chinl lift and neck roll applied	1	1.71740363605263E-07		
Other: Noisey respirations with loose cough	1	1.71740363605263E-07		
No compromise, Other: O2 sats drop into the 80's while lying supine	1	1.71740363605263E-07		
No compromise, Other: No stridor at rest noted.	1	1.71740363605263E-07		
No compromise, Other: sniffles, decreased cough from yesterday, febrile 37.9 down from 38.1 with tylenol	1	1.71740363605263E-07		
Other: runny nose, clear	1	1.71740363605263E-07		
No compromise, Other: mild cough and clear rhinorrhea	1	1.71740363605263E-07		
Other: inc WOB with belly restractions while standing and playing at bedside during rounds	1	1.71740363605263E-07		
No compromise, Other: pt has trach which is capped	1	1.71740363605263E-07		
No compromise, Other: questionable vocal cord dysfunction; not making noise when he cries	1	1.71740363605263E-07		
No compromise, Other: occasional stridor noted with coughing	1	1.71740363605263E-07		
No compromise, Stridorous, Other: crying with examination	1	1.71740363605263E-07		
Other: hoarseness with cry	1	1.71740363605263E-07		
Other: sta ble, increase 02req at spaulding to 2L, congestion, extra neb given	1	1.71740363605263E-07		
Stridorous, Other: stridor when he got upset	1	1.71740363605263E-07		
No compromise, Other: chest tube to gravity	1	1.71740363605263E-07		
Other: Upper airway congestion, s/p T&A. poor deep breathing due to sore throat	1	1.71740363605263E-07		
Other: unable to listen at this time	1	1.71740363605263E-07		
No compromise, Other: Upper airwat congestion	1	1.71740363605263E-07		
Other: Noisy airway - pt to follow up with ORL	1	1.71740363605263E-07		
Positional, Other: obstructive asleep at times	1	1.71740363605263E-07		
No compromise, Oropharyngeal airway, Other: oral airway out during report	1	1.71740363605263E-07		
Other: Positional	1	1.71740363605263E-07		
Other: Sleeping with no stridor at this time	1	1.71740363605263E-07		
Other: TONSILLAR HYPERTROPHY	1	1.71740363605263E-07		
No compromise, Other: congested cough, slept better after tylenol with codeine	1	1.71740363605263E-07		
No compromise, Edematous, Other: Harsh voice r/t surgical irritation/edema.	1	1.71740363605263E-07		
Other: CF - s/p lung transplant	1	1.71740363605263E-07		
Other: slightly rhoncorous breath sounds	1	1.71740363605263E-07		
No compromise, Other: hx asthma/allergic rhinitis/ breath sounds clear	1	1.71740363605263E-07		
No compromise, Other: hx asthma/ on inhalers/ has been well/ with immune def on gammaguard s/d 20 Gms iv every three weeks	1	1.71740363605263E-07		
Other: periodic stridor soft collar in place	1	1.71740363605263E-07		
Other: slight expiratory wheeze on right	1	1.71740363605263E-07		
Other: tinsillitis--bipap or nasal trumpet needed to overcome obstruction	1	1.71740363605263E-07		
Tracheal midline shift, Other: See ORL bronch note, 3/26/12,Has narrowing due to external compression. Asymptomatic.	1	1.71740363605263E-07		
No compromise, Stridorous, Other: at times; soft collar on for relief	1	1.71740363605263E-07		
No compromise, Other: Productive cough at baseline	1	1.71740363605263E-07		
No compromise, Other: Had a cold last week, no fever	1	1.71740363605263E-07		
No compromise, Positional, Other: slight desat during sleep. blow by o2 added	1	1.71740363605263E-07		
No compromise, Other: intermittent breath holding spells	1	1.71740363605263E-07		
Other: gurgle	1	1.71740363605263E-07		
Other: tiny b it of stridor at rest	1	1.71740363605263E-07		
Edematous, Positional, Other: Obstructive	1	1.71740363605263E-07		
Other: Agressive oral and nasal suctioning necessary to maintain Sat's. Copious amounts of yellow sputum suctioned.	1	1.71740363605263E-07		
No compromise, Other: oral airway out/ lungs stable Sat RA= 98	1	1.71740363605263E-07		
Tracheostomy, Other: vent dependent - no changes to settings per home care RN	1	1.71740363605263E-07		
Nasopharyngeal airway, Other: obstructive bresathing pattern/ requiring jaw thrust	1	1.71740363605263E-07		
Other: Productive cough at baseline	1	1.71740363605263E-07		
Oropharyngeal airway, Other: occassional productive cough	1	1.71740363605263E-07		
No compromise, Other: occasional dry to moist cough	1	1.71740363605263E-07		
No compromise, Other: pt with asthma/ on long term I steroids/ has ben well denies any resp issues/ on solumedrol 75 mg weeks for month of april	1	1.71740363605263E-07		
No compromise, Stridorous, Vocal cord paralysis, Other: No compromise with respiratory status. Pt with known history of paralized vocal cord and some stridor at baseline	1	1.71740363605263E-07		
Other: ostructive	1	1.71740363605263E-07		
Other: breath sounds clear, hoarse	1	1.71740363605263E-07		
Other: BS coarse, sl wheezy throughout all lobes	1	1.71740363605263E-07		
Positional, Other: soft collar intact	1	1.71740363605263E-07		
No compromise, Other: Pt. c/o hurting upon inspiration.	1	1.71740363605263E-07		
No compromise, Other: pt with desats 70's requiring supplementtal 02 to keep sats 88-94	1	1.71740363605263E-07		
Other: pt w/ CF some courseness L base but otherwise clear. Pt Afebrile no cough	1	1.71740363605263E-07		
Tenuous, Other: positive pressure by anesthesia	1	1.71740363605263E-07		
No compromise, Other: On NC w/ Nitric @ 10ppm.	1	1.71740363605263E-07		
Other: intermittant stridor with cry only	1	1.71740363605263E-07		
No compromise, Other: Oral airway removed, no complications	1	1.71740363605263E-07		
Positional, Stridorous, Other: anterior airway	1	1.71740363605263E-07		
Other: BiPAP-can be off for 6 hours at a time. Continuous 02 via nasal cannula	1	1.71740363605263E-07		
Other: RESPIRATORY EFFORT LABORED	1	1.71740363605263E-07		
Unprotected, Other: micronanthia	1	1.71740363605263E-07		
No compromise, Other: Aspirated during MBS	1	1.71740363605263E-07		
Other: On HFNC @ 6L, mod. substernal/suprasternal retractions, diminished aeration to left lung	1	1.71740363605263E-07		
No compromise, Other: Bilateral mild pneumos, resolved	1	1.71740363605263E-07		
Other: OSA when asleep	1	1.71740363605263E-07		
Stridorous, Other: mild stridor heard only with stethascope at neck	1	1.71740363605263E-07		
Other: Occasion breath holding and occlusion	1	1.71740363605263E-07		
Other: severe scoliosis	1	1.71740363605263E-07		
No compromise, Other: Audible inspiratory stidor, worsens with crying.  Bilateral equal breath sounds, mild exp wheeze with prolonged expiration	1	1.71740363605263E-07		
No compromise, Other: pt claims she has seasonal allergies now that cause congested nose and itchy eyes-	1	1.71740363605263E-07		
Other: on 02 at 2 L, RR 30, very tired because he did not sleep well last night. Alert and oriented. No cough. Off bipap since 6am.	1	1.71740363605263E-07		
Edematous, Stridorous, Other:	1	1.71740363605263E-07		
Endotracheal tube, Oropharyngeal airway, Patent	1	1.71740363605263E-07		
No compromise, Other: episode of turning blue around lips today	1	1.71740363605263E-07		
Tenuous, Other: narrow nasal passages d/t disease process.	1	1.71740363605263E-07		
Other: rhoncous cough	1	1.71740363605263E-07		
No compromise, Other: Father and family had Nasal Flu-mist immunization yesterday. Pt put in private bed, father wearing mask. Pt has cough for over 2 weeks now, so no new symptoms as of now. Educated father on not having nasal flu imm next time. Manle...	1	1.71740363605263E-07		
Stridorous, Other: occasional stridor when upset, otherwise resolves per baseline	1	1.71740363605263E-07		
Critical, Other: stritor when upset	1	1.71740363605263E-07		
Other: UA congestion noted, pt is able to cough up secretions	1	1.71740363605263E-07		
Stridorous, Other: audible stridor when upset, minimal when calmed	1	1.71740363605263E-07		
Other: On biPAP at home	1	1.71740363605263E-07		
No compromise, Other: parents claim that Saeed has had clear rhinnorrea, sneezing, cough  for approx x3 months- He has been on a course of po abx for little to no effect- they also assessed a strong odor from his breath-Denies ear-ache or throat involv...	1	1.71740363605263E-07		
Other: SNORING	1	1.71740363605263E-07		
Other: on BiPAP-can be off for 6 hours at a time. On 02 via nasal cannula	1	1.71740363605263E-07		
No compromise, Other: hoarse voice, clears throat often.	1	1.71740363605263E-07		
Other: Increase WOB/4L Flow FIO2	1	1.71740363605263E-07		
No compromise, Other: Resolving cough	1	1.71740363605263E-07		
Other: pt presented with severe stridor & crying, now no compromise	1	1.71740363605263E-07		
Other: on left side with head extended back, blow by on	1	1.71740363605263E-07		
No compromise, Other: snoring noted	1	1.71740363605263E-07		
Other: nasal congestion. intermittant mild stridor only with cough or aggitation	1	1.71740363605263E-07		
Stridorous, Other: stridor at baseline per mom	1	1.71740363605263E-07		
"No compromise, Oropharyngeal airway, Other: upper airway ""snoring"""	1	1.71740363605263E-07		
No compromise, Other: upper airwasy congestion for two days/ sinus congestion/ afebrile/ occassional cough/ breath sounds/  coarse/ no wheezes	1	1.71740363605263E-07		
No compromise, Other: raspy voice; mild croup	1	1.71740363605263E-07		
Positional, Other: desat to 60 briefly with circumoral cyanosis, easily hand ventilated with return to 100 saturation and sleep	1	1.71740363605263E-07		
Stridorous, Other: intermittent stridor-	1	1.71740363605263E-07		
No compromise, Other: Gareth moving and coughing, oral airway d/c'd vss sat ra 98	1	1.71740363605263E-07		
No compromise, Other: 5.0 bivonna trache	1	1.71740363605263E-07		
Other: breath holding intermittently, screaming	1	1.71740363605263E-07		
Positional, Unprotected, Other: Replogle, neck roll	1	1.71740363605263E-07		
No compromise, Other: had cold symptoms for three weeks/ now well	1	1.71740363605263E-07		
No compromise, Other: pt with asthma/ has been well/ bs clear/ on inhalers and pred	1	1.71740363605263E-07		
Stridorous, Other: very mild stridor on ausculation only	1	1.71740363605263E-07		
No compromise, Stridorous, Other: croupy cough when crying	1	1.71740363605263E-07		
Tracheostomy, Other: 4.0 shiley, uncuffed. mom has extra trach with her, portable sxn, sxn catheters.	1	1.71740363605263E-07		
No compromise, Positional, Tenuous	1	1.71740363605263E-07		
Other: Gauze bite block	1	1.71740363605263E-07		
No compromise, Other: upper airway congestion, mild rhinorrhea, sneezing	1	1.71740363605263E-07		
Positional, Vocal cord paralysis, Other: []	1	1.71740363605263E-07		
Other: substernal retractions	1	1.71740363605263E-07		
Other: poductive cough, chest PT done	1	1.71740363605263E-07		
Positional, Other: airway positional/ breath sounds clear with airway repositioning. tachypneic, upper airway congestion; j	1	1.71740363605263E-07		
No compromise, Other: pain on forced exhalation	1	1.71740363605263E-07		
No compromise, Other: while asleep comfortable and quiet resps	1	1.71740363605263E-07		
No compromise, Other: on face mask oxygen	1	1.71740363605263E-07		
No compromise, Other: mask C-Pap	1	1.71740363605263E-07		
No compromise, Other: upper airway coarse soft stridor	1	1.71740363605263E-07		
No compromise, Other: Pt w/ CVID denies recent illness or fever,mild cough	1	1.71740363605263E-07		
Other: Wears 3/4 liter nasal cannula to maintain O2sats in the mid 80'-90's	1	1.71740363605263E-07		
No compromise, Other: pt with 3 day hx upper resp cold/ occassional non productive cough/ breath sounds clear throughout/ afebrile	1	1.71740363605263E-07		
